-2.700000070035457611e-02,-1.010000035166740417e-01,4.920000135898590088e-01
-2.500000037252902985e-02,-1.000000014901161194e-01,4.910000264644622803e-01
-2.400000020861625671e-02,-1.000000014901161194e-01,4.910000264644622803e-01
-2.300000190734863281e-02,-1.000000014901161194e-01,4.910000264644622803e-01
-2.300000190734863281e-02,-1.000000014901161194e-01,4.910000264644622803e-01
-2.200000174343585968e-02,-1.000000014901161194e-01,4.910000264644622803e-01
-2.000000141561031342e-02,-1.000000014901161194e-01,4.900000095367431641e-01
-1.900000125169754028e-02,-1.000000014901161194e-01,4.900000095367431641e-01
-1.800000108778476715e-02,-1.000000014901161194e-01,4.890000224113464355e-01
-1.700000092387199402e-02,-1.000000014901161194e-01,4.890000224113464355e-01
-1.700000092387199402e-02,-1.000000014901161194e-01,4.890000224113464355e-01
-1.600000075995922089e-02,-1.000000014901161194e-01,4.890000224113464355e-01
-1.500000059604644775e-02,-1.000000014901161194e-01,4.890000224113464355e-01
-1.400000043213367462e-02,-1.000000014901161194e-01,4.890000224113464355e-01
-1.300000026822090149e-02,-1.000000014901161194e-01,4.890000224113464355e-01
-1.200000010430812836e-02,-1.000000014901161194e-01,4.880000352859497070e-01
-1.100000087171792984e-02,-9.900000691413879395e-02,4.870000183582305908e-01
-1.000000070780515671e-02,-9.900000691413879395e-02,4.870000183582305908e-01
-9.000000543892383575e-03,-9.900000691413879395e-02,4.870000183582305908e-01
-8.000000379979610443e-03,-9.900000691413879395e-02,4.860000312328338623e-01
-7.000000216066837311e-03,-9.900000691413879395e-02,4.860000312328338623e-01
-6.000000052154064178e-03,-9.900000691413879395e-02,4.860000312328338623e-01
-5.000000353902578354e-03,-9.900000691413879395e-02,4.860000312328338623e-01
-4.000000189989805222e-03,-9.900000691413879395e-02,4.860000312328338623e-01
-3.000000026077032089e-03,-9.900000691413879395e-02,4.860000312328338623e-01
-2.000000094994902611e-03,-9.900000691413879395e-02,4.860000312328338623e-01
-1.000000047497451305e-03,-9.900000691413879395e-02,4.850000143051147461e-01
0.000000000000000000e+00,-9.900000691413879395e-02,4.860000312328338623e-01
1.000000047497451305e-03,-9.900000691413879395e-02,4.860000312328338623e-01
2.000000094994902611e-03,-9.900000691413879395e-02,4.850000143051147461e-01
3.000000026077032089e-03,-9.900000691413879395e-02,4.850000143051147461e-01
4.000000189989805222e-03,-9.900000691413879395e-02,4.850000143051147461e-01
5.000000353902578354e-03,-9.900000691413879395e-02,4.850000143051147461e-01
6.000000052154064178e-03,-9.900000691413879395e-02,4.850000143051147461e-01
7.000000216066837311e-03,-9.900000691413879395e-02,4.850000143051147461e-01
8.000000379979610443e-03,-9.900000691413879395e-02,4.850000143051147461e-01
9.000000543892383575e-03,-9.900000691413879395e-02,4.850000143051147461e-01
1.000000070780515671e-02,-9.900000691413879395e-02,4.840000271797180176e-01
1.100000087171792984e-02,-9.900000691413879395e-02,4.840000271797180176e-01
1.200000010430812836e-02,-9.900000691413879395e-02,4.840000271797180176e-01
1.300000026822090149e-02,-9.900000691413879395e-02,4.840000271797180176e-01
1.400000043213367462e-02,-9.900000691413879395e-02,4.850000143051147461e-01
1.500000059604644775e-02,-9.900000691413879395e-02,4.850000143051147461e-01
1.600000075995922089e-02,-9.900000691413879395e-02,4.850000143051147461e-01
1.700000092387199402e-02,-9.900000691413879395e-02,4.850000143051147461e-01
1.800000108778476715e-02,-9.900000691413879395e-02,4.850000143051147461e-01
1.900000125169754028e-02,-9.900000691413879395e-02,4.850000143051147461e-01
2.000000141561031342e-02,-9.900000691413879395e-02,4.850000143051147461e-01
2.100000157952308655e-02,-9.900000691413879395e-02,4.840000271797180176e-01
2.200000174343585968e-02,-9.900000691413879395e-02,4.840000271797180176e-01
2.300000190734863281e-02,-9.900000691413879395e-02,4.840000271797180176e-01
2.800000086426734924e-02,-9.900000691413879395e-02,4.850000143051147461e-01
3.000000119209289551e-02,-9.900000691413879395e-02,4.860000312328338623e-01
3.100000135600566864e-02,-9.900000691413879395e-02,4.860000312328338623e-01
3.100000135600566864e-02,-9.900000691413879395e-02,4.860000312328338623e-01
3.200000151991844177e-02,-9.900000691413879395e-02,4.860000312328338623e-01
3.400000184774398804e-02,-1.000000014901161194e-01,4.870000183582305908e-01
3.400000184774398804e-02,-9.900000691413879395e-02,4.860000312328338623e-01
3.500000014901161194e-02,-1.000000014901161194e-01,4.870000183582305908e-01
3.600000217556953430e-02,-9.900000691413879395e-02,4.860000312328338623e-01
3.700000047683715820e-02,-1.000000014901161194e-01,4.870000183582305908e-01
3.800000250339508057e-02,-1.000000014901161194e-01,4.870000183582305908e-01
4.000000283122062683e-02,-1.000000014901161194e-01,4.880000352859497070e-01
